serial_no,state_ut,accidents_2021,accidents_2022,accidents_2023,accidents_2024,accidents_2024_rank,share_2021_pct,share_2022_pct,share_2023_pct,share_2024_pct,accidents_per_lakh_pop_2021,accidents_per_lakh_pop_2022,accidents_per_lakh_pop_2023,accidents_per_lakh_pop_2024,accidents_per_10k_vehicles_2022,accidents_per_10k_km_roads_2022
Total,Total,412432,461312,480583,487707,,100.0,100.0,100.0,100.0,30.3,33.5,34.6,34.8,13.0,810.3
